ESTACION,ANO,MES,DIA,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,SO2,TCH,TOL
56,2001,1,1,,,,,,,,,,,,,,
56,2001,1,2,,,,,,,,,,,,,,
56,2001,1,3,,,,,,,,,,,,,,
56,2001,1,4,,,,,,,,,,,,,,
56,2001,1,5,,,,,,,,,,,,,,
56,2001,1,6,,,,,,,,,,,,,,
56,2001,1,7,,,,,,,,,,,,,,
56,2001,1,8,,,,,,,,,,,,,,
56,2001,1,9,,,,,,,,,,,,,,
56,2001,1,10,,,,,,,,,,,,,,
56,2001,1,11,,,,,,,,,,,,,,
56,2001,1,12,,,,,,,,,,,,,,
56,2001,1,13,,,,,,,,,,,,,,
56,2001,1,14,,,,,,,,,,,,,,
56,2001,1,15,,,,,,,,,,,,,,
56,2001,1,16,,,,,,,,,,,,,,
56,2001,1,17,,,,,,,,,,,,,,
56,2001,1,18,,,,,,,,,,,,,,
56,2001,1,19,,,,,,,,,,,,,,
56,2001,1,20,,,,,,,,,,,,,,
56,2001,1,21,,,,,,,,,,,,,,
56,2001,1,22,,,,,,,,,,,,,,
56,2001,1,23,,,,,,,,,,,,,,
56,2001,1,24,,,,,,,,,,,,,,
56,2001,1,25,,,,,,,,,,,,,,
56,2001,1,26,,,,,,,,,,,,,,
56,2001,1,27,,,,,,,,,,,,,,
56,2001,1,28,,,,,,,,,,,,,,
56,2001,1,29,,,,,,,,,,,,,,
56,2001,1,30,,,,,,,,,,,,,,
56,2001,1,31,,,,,,,,,,,,,,
56,2001,2,1,,,,,,,,,,,,,,
56,2001,2,2,,,,,,,,,,,,,,
56,2001,2,3,,,,,,,,,,,,,,
56,2001,2,4,,,,,,,,,,,,,,
56,2001,2,5,,,,,,,,,,,,,,
56,2001,2,6,,,,,,,,,,,,,,
56,2001,2,7,,,,,,,,,,,,,,
56,2001,2,8,,,,,,,,,,,,,,
56,2001,2,9,,,,,,,,,,,,,,
56,2001,2,10,,,,,,,,,,,,,,
56,2001,2,11,,,,,,,,,,,,,,
56,2001,2,12,,,,,,,,,,,,,,
56,2001,2,13,,,,,,,,,,,,,,
56,2001,2,14,,,,,,,,,,,,,,
56,2001,2,15,,,,,,,,,,,,,,
56,2001,2,16,,,,,,,,,,,,,,
56,2001,2,17,,,,,,,,,,,,,,
