ESTACION,ANO,MES,DIA,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,SO2,TCH,TOL
27,2001,1,1,,,,,,,,,,,,,,
27,2001,1,2,,,,,,,,,,,,,,
27,2001,1,3,,,,,,,,,,,,,,
27,2001,1,4,,,,,,,,,,,,,,
27,2001,1,5,,,,,,,,,,,,,,
27,2001,1,6,,,,,,,,,,,,,,
27,2001,1,7,,,,,,,,,,,,,,
27,2001,1,8,,,,,,,,,,,,,,
27,2001,1,9,,,,,,,,,,,,,,
27,2001,1,10,,,,,,,,,,,,,,
27,2001,1,11,,,,,,,,,,,,,,
27,2001,1,12,,,,,,,,,,,,,,
27,2001,1,13,,,,,,,,,,,,,,
27,2001,1,14,,,,,,,,,,,,,,
27,2001,1,15,,,,,,,,,,,,,,
27,2001,1,16,,,,,,,,,,,,,,
27,2001,1,17,,,,,,,,,,,,,,
27,2001,1,18,,,,,,,,,,,,,,
27,2001,1,19,,,,,,,,,,,,,,
27,2001,1,20,,,,,,,,,,,,,,
27,2001,1,21,,,,,,,,,,,,,,
27,2001,1,22,,,,,,,,,,,,,,
27,2001,1,23,,,,,,,,,,,,,,
27,2001,1,24,,,,,,,,,,,,,,
27,2001,1,25,,,,,,,,,,,,,,
27,2001,1,26,,,,,,,,,,,,,,
27,2001,1,27,,,,,,,,,,,,,,
27,2001,1,28,,,,,,,,,,,,,,
27,2001,1,29,,,,,,,,,,,,,,
27,2001,1,30,,,,,,,,,,,,,,
27,2001,1,31,,,,,,,,,,,,,,
27,2001,2,1,,,,,,,,,,,,,,
27,2001,2,2,,,,,,,,,,,,,,
27,2001,2,3,,,,,,,,,,,,,,
27,2001,2,4,,,,,,,,,,,,,,
27,2001,2,5,,,,,,,,,,,,,,
27,2001,2,6,,,,,,,,,,,,,,
27,2001,2,7,,,,,,,,,,,,,,
27,2001,2,8,,,,,,,,,,,,,,
27,2001,2,9,,,,,,,,,,,,,,
27,2001,2,10,,,,,,,,,,,,,,
27,2001,2,11,,,,,,,,,,,,,,
27,2001,2,12,,,,,,,,,,,,,,
27,2001,2,13,,,,,,,,,,,,,,
27,2001,2,14,,,,,,,,,,,,,,
27,2001,2,15,,,,,,,,,,,,,,
27,2001,2,16,,,,,,,,,,,,,,
27,2001,2,17,,,,,,,,,,,,,,
27,2001,2,18,,,,,,,,,,,,,,
27,2001,2,19,,,,,,,,,,,,,,
27,2001,2,20,,,,,,,,,,,,,,
27,2001,2,21,,,,,,,,,,,,,,
27,2001,2,22,,,,,,,,,,,,,,
27,2001,2,23,,,,,,,,,,,,,,
27,2001,2,24,,,,,,,,,,,,,,
27,2001,2,25,,,,,,,,,,,,,,
