ESTACION,ANO,MES,DIA,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,SO2,TCH,TOL
47,2001,1,1,,,,,,,,,,,,,,
47,2001,1,2,,,,,,,,,,,,,,
47,2001,1,3,,,,,,,,,,,,,,
47,2001,1,4,,,,,,,,,,,,,,
47,2001,1,5,,,,,,,,,,,,,,
47,2001,1,6,,,,,,,,,,,,,,
47,2001,1,7,,,,,,,,,,,,,,
47,2001,1,8,,,,,,,,,,,,,,
47,2001,1,9,,,,,,,,,,,,,,
47,2001,1,10,,,,,,,,,,,,,,
47,2001,1,11,,,,,,,,,,,,,,
47,2001,1,12,,,,,,,,,,,,,,
47,2001,1,13,,,,,,,,,,,,,,
47,2001,1,14,,,,,,,,,,,,,,
47,2001,1,15,,,,,,,,,,,,,,
47,2001,1,16,,,,,,,,,,,,,,
47,2001,1,17,,,,,,,,,,,,,,
47,2001,1,18,,,,,,,,,,,,,,
47,2001,1,19,,,,,,,,,,,,,,
47,2001,1,20,,,,,,,,,,,,,,
47,2001,1,21,,,,,,,,,,,,,,
47,2001,1,22,,,,,,,,,,,,,,
47,2001,1,23,,,,,,,,,,,,,,
47,2001,1,24,,,,,,,,,,,,,,
47,2001,1,25,,,,,,,,,,,,,,
47,2001,1,26,,,,,,,,,,,,,,
47,2001,1,27,,,,,,,,,,,,,,
47,2001,1,28,,,,,,,,,,,,,,
47,2001,1,29,,,,,,,,,,,,,,
47,2001,1,30,,,,,,,,,,,,,,
47,2001,1,31,,,,,,,,,,,,,,
47,2001,2,1,,,,,,,,,,,,,,
47,2001,2,2,,,,,,,,,,,,,,
47,2001,2,3,,,,,,,,,,,,,,
47,2001,2,4,,,,,,,,,,,,,,
47,2001,2,5,,,,,,,,,,,,,,
47,2001,2,6,,,,,,,,,,,,,,
47,2001,2,7,,,,,,,,,,,,,,
47,2001,2,8,,,,,,,,,,,,,,
47,2001,2,9,,,,,,,,,,,,,,
47,2001,2,10,,,,,,,,,,,,,,
47,2001,2,11,,,,,,,,,,,,,,
47,2001,2,12,,,,,,,,,,,,,,
47,2001,2,13,,,,,,,,,,,,,,
47,2001,2,14,,,,,,,,,,,,,,
47,2001,2,15,,,,,,,,,,,,,,
47,2001,2,16,,,,,,,,,,,,,,
47,2001,2,17,,,,,,,,,,,,,,
47,2001,2,18,,,,,,,,,,,,,,
47,2001,2,19,,,,,,,,,,,,,,
47,2001,2,20,,,,,,,,,,,,,,
47,2001,2,21,,,,,,,,,,,,,,
47,2001,2,22,,,,,,,,,,,,,,
47,2001,2,23,,,,,,,,,,,,,,
47,2001,2,24,,,,,,,,,,,,,,
47,2001,2,25,,,,,,,,,,,,,,
47,2001,2,26,,,,,,,,,,,,,,
47,2001,2,27,,,,,,,,,,,,,,
47,2001,2,28,,,,,,,,,,,,,,
47,2001,3,1,,,,,,,,,,,,,,
47,2001,3,2,,,,,,,,,,,,,,
47,2001,3,3,,,,,,,,,,,,,,
47,2001,3,4,,,,,,,,,,,,,,
47,2001,3,5,,,,,,,,,,,,,,
47,2001,3,6,,,,,,,,,,,,,,
47,2001,3,7,,,,,,,,,,,,,,
47,2001,3,8,,,,,,,,,,,,,,
47,2001,3,9,,,,,,,,,,,,,,
