ESTACION,ANO,MES,DIA,BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,SO2,TCH,TOL
38,2001,1,1,,,,,,40.0,43.0,105.0,,22.0,,32.0,,
38,2001,1,2,,,,,,18.0,31.0,59.0,,14.0,,25.0,,
38,2001,1,3,,,,,,23.0,42.0,77.0,,20.0,,27.0,,
38,2001,1,4,,,,,,25.0,39.0,77.0,,20.0,,27.0,,
38,2001,1,5,,,,,,53.0,49.0,129.0,,20.0,,31.0,,
38,2001,1,6,,,,,,29.0,38.0,82.0,,10.0,,23.0,,
38,2001,1,7,,,,,,32.0,40.0,89.0,,12.0,,22.0,,
38,2001,1,8,,,,,,93.0,65.0,208.0,,35.0,,41.0,,
38,2001,1,9,,,,,,118.0,73.0,253.0,,37.0,,46.0,,
38,2001,1,10,,,,,,140.0,62.0,277.0,,42.0,,57.0,,
38,2001,1,11,,,,,,38.0,57.0,115.0,,20.0,,32.0,,
38,2001,1,12,,,,,,117.0,69.0,248.0,,32.0,,49.0,,
38,2001,1,13,,,,,,140.0,71.0,286.0,,43.0,,54.0,,
38,2001,1,14,,,,,,122.0,66.0,253.0,,40.0,,53.0,,
38,2001,1,15,,,,,,100.0,50.0,203.0,,33.0,,38.0,,
38,2001,1,16,,,,,,37.0,39.0,95.0,,18.0,,26.0,,
38,2001,1,17,,,,,,40.0,41.0,102.0,,20.0,,27.0,,
38,2001,1,18,,,,,,43.0,50.0,115.0,,18.0,,29.0,,
38,2001,1,19,,,,,,73.0,56.0,168.0,,26.0,,35.0,,
38,2001,1,20,,,,,,120.0,73.0,257.0,,42.0,,56.0,,
38,2001,1,21,,,,,,188.0,72.0,359.0,,54.0,,62.0,,
38,2001,1,22,,,,,,119.0,72.0,253.0,,47.0,,49.0,,
38,2001,1,23,,,,,,28.0,41.0,84.0,,10.0,,29.0,,
38,2001,1,24,,,,,,24.0,37.0,74.0,,11.0,,28.0,,
38,2001,1,25,,,,,,21.0,33.0,64.0,,12.0,,24.0,,
38,2001,1,26,,,,,,22.0,37.0,70.0,,10.0,,21.0,,
38,2001,1,27,,,,,,36.0,42.0,97.0,,11.0,,29.0,,
38,2001,1,28,,,,,,15.0,23.0,45.0,,8.0,,21.0,,
38,2001,1,29,,,,,,70.0,56.0,164.0,,25.0,,31.0,,
38,2001,1,30,,,,,,143.0,95.0,314.0,,51.0,,50.0,,
38,2001,1,31,,,,,,112.0,63.0,235.0,,39.0,,46.0,,
38,2001,2,1,,,,,,113.0,72.0,245.0,,37.0,,44.0,,
38,2001,2,2,,,,,,164.0,77.0,328.0,,54.0,,55.0,,
38,2001,2,3,,,,,,114.0,73.0,248.0,,47.0,,50.0,,
38,2001,2,4,,,,,,33.0,42.0,93.0,,19.0,,24.0,,
38,2001,2,5,,,,,,56.0,54.0,140.0,,24.0,,28.0,,
38,2001,2,6,,,,,,32.0,51.0,101.0,,24.0,,38.0,,
38,2001,2,7,,,,,,26.0,50.0,89.0,,19.0,,24.0,,
38,2001,2,8,,,,,,33.0,45.0,96.0,,12.0,,20.0,,
38,2001,2,9,,,,,,36.0,42.0,97.0,,20.0,,22.0,,
38,2001,2,10,,,,,,73.0,51.0,163.0,,32.0,,32.0,,
38,2001,2,11,,,,,,202.0,68.0,378.0,,50.0,,53.0,,
38,2001,2,12,,,,,,147.0,92.0,318.0,,54.0,,49.0,,
38,2001,2,13,,,,,,154.0,87.0,322.0,,52.0,,45.0,,
38,2001,2,14,,,,,,81.0,66.0,191.0,,31.0,,32.0,,
38,2001,2,15,,,,,,75.0,67.0,181.0,,26.0,,32.0,,
38,2001,2,16,,,,,,84.0,78.0,208.0,,34.0,,37.0,,
38,2001,2,17,,,,,,97.0,90.0,239.0,,34.0,,44.0,,
38,2001,2,18,,,,,,82.0,67.0,192.0,,28.0,,33.0,,
38,2001,2,19,,,,,,61.0,65.0,159.0,,30.0,,33.0,,
38,2001,2,20,,,,,,124.0,89.0,279.0,,45.0,,48.0,,
38,2001,2,21,,,,,,166.0,113.0,367.0,,59.0,,53.0,,
38,2001,2,22,,,,,,210.0,118.0,440.0,,74.0,,69.0,,
38,2001,2,23,,,,,,192.0,103.0,397.0,,85.0,,60.0,,
38,2001,2,24,,,,,,74.0,58.0,172.0,,27.0,,33.0,,
38,2001,2,25,,,,,,31.0,50.0,97.0,,10.0,,28.0,,
38,2001,2,26,,,,,,53.0,59.0,140.0,,20.0,,31.0,,
38,2001,2,27,,,,,,22.0,40.0,73.0,,22.0,,21.0,,
